order_id,customer_id,product_id,order_date,order_quantity,order_status,order_approval_date,order_delivery_date,rating_date,rating_score,rating_comment
94924w,75825u,00063g,05-08-2023,7,shipped,05-11-2023,,,,
50356i,51188v,06727r,02-10-2024,6,delivered,02-11-2024,2/23/2024,03-05-2024,4,Disappointing. Didn't meet my needs as expected.
85963v,73496p,17115k,03-05-2023,2,delivered,03-06-2023,03-09-2023,3/26/2023,3,"Great product, very satisfied with its performance!"
26460r,83161t,88691q,10-04-2023,6,delivered,10-04-2023,10/17/2023,,,
19872v,70801v,98568g,10/29/2023,3,pending,,,,,
54235j,74833d,47973g,06-07-2023,3,delivered,06-09-2023,6/13/2023,,,
65320o,09157y,02931a,11-09-2023,2,delivered,11-09-2023,11/13/2023,12-04-2023,2,Good value for money. Does the job well.
76522c,58686s,95903a,10/31/2023,7,processing,10/31/2023,,,,
96143t,44932e,04151d,09-02-2023,7,delivered,09-05-2023,9/14/2023,9/18/2023,5,Good value for money. Does the job well.
53442w,66818u,10638s,11/19/2023,5,shipped,11/22/2023,,,,
94076h,05313r,31607j,6/19/2023,10,shipped,6/19/2023,,,,
30382k,99498p,20472b,1/26/2024,2,delivered,1/27/2024,02-09-2024,,,
90858u,35352u,97338x,5/21/2023,6,delivered,5/22/2023,5/29/2023,6/13/2023,5,Disappointing. Didn't meet my needs as expected.
44472l,66812h,94188u,02-11-2024,1,delivered,2/14/2024,2/21/2024,,,
30103m,01054m,08380s,10/20/2023,4,delivered,10/22/2023,10/26/2023,11-04-2023,4,Needs better instructions for setup.
50615h,14431h,73939b,5/17/2023,8,processing,5/17/2023,,,,
48637s,41589h,83500s,9/16/2023,7,delivered,9/19/2023,9/22/2023,,,
05932b,57146f,02090u,10/31/2023,10,delivered,11-02-2023,11-04-2023,,,
42132a,92348m,11932o,05-06-2023,1,delivered,05-06-2023,5/19/2023,,,
24003r,97146x,65763w,03-05-2023,5,delivered,03-07-2023,3/18/2023,,,
30585x,48745d,56764d,6/24/2023,7,delivered,6/24/2023,07-08-2023,7/19/2023,2,
19172r,96093d,77380y,4/15/2023,7,shipped,4/15/2023,,,,
44096c,89513e,29734l,8/16/2023,9,delivered,8/17/2023,8/23/2023,09-09-2023,3,"Great product, very satisfied with its performance!"
51966x,76537i,31106q,03-03-2023,7,shipped,03-06-2023,,,,
92433y,61619r,75982l,11-06-2023,4,delivered,11-07-2023,11/13/2023,11/26/2023,5,Needs better instructions for setup.
71920d,05470e,12363m,8/24/2023,8,processing,8/24/2023,,,,
98740n,30842q,34220z,7/18/2023,4,delivered,7/18/2023,7/30/2023,08-11-2023,2,
65271u,01054m,12363m,5/15/2023,6,shipped,5/17/2023,,,,
74668k,05470e,81516l,5/24/2023,7,shipped,5/24/2023,,,,
33375o,97146x,48088d,03-10-2023,7,delivered,03-10-2023,3/21/2023,,,
54670b,61619r,46392k,7/15/2023,7,delivered,7/16/2023,7/21/2023,08-04-2023,2,
11416c,09157y,24752z,9/20/2023,10,delivered,9/21/2023,9/30/2023,10-11-2023,2,Needs better instructions for setup.
97051v,75825u,88691q,11-11-2023,8,processing,11-12-2023,,,,
99940c,96093d,21440v,12/14/2023,5,delivered,12/17/2023,12/24/2023,,,
36880f,04537j,12490g,11-02-2023,6,delivered,11-05-2023,11-07-2023,,,
97042c,97696g,45387s,8/29/2023,5,delivered,8/29/2023,09-02-2023,9/13/2023,3,Needs better instructions for setup.
77550c,29780w,74326j,11-12-2023,6,delivered,11/14/2023,11/22/2023,,,
69989v,73496p,98568g,05-01-2023,3,delivered,05-04-2023,05-12-2023,,,
93363y,66818u,34063o,06-10-2023,8,processing,06-12-2023,,,,
13761d,41589h,45009e,4/28/2023,7,delivered,4/30/2023,05-11-2023,,,
82214l,87193b,48150m,01-05-2024,7,delivered,01-06-2024,01-12-2024,1/22/2024,5,
01548e,19560r,13571i,11/17/2023,4,shipped,11/18/2023,,,,
53516c,99498p,95332p,01-06-2024,6,shipped,01-06-2024,,,,
25343y,12116r,82417v,10-11-2023,6,processing,10/13/2023,,,,
97860h,51188v,17115k,02-07-2024,6,delivered,02-08-2024,2/18/2024,,,
42023k,66812h,20295e,9/24/2023,9,delivered,9/26/2023,10-01-2023,10/15/2023,2,"Impressive design, but functionality could be improved."
91905o,89513e,31701h,6/22/2023,3,delivered,6/25/2023,6/26/2023,07-09-2023,1,
30802y,91921x,95177z,9/21/2023,1,delivered,9/24/2023,10-03-2023,,,
65670u,44932e,75982l,12/22/2023,8,delivered,12/23/2023,01-05-2024,01-08-2024,4,Good value for money. Does the job well.
55367u,32283g,27321g,08-11-2023,8,pending,,,,,
01126o,83161t,27297s,5/18/2023,3,pending,,,,,
50930v,09903v,57571j,6/17/2023,2,shipped,6/18/2023,,,,
00479o,83161t,31106q,1/17/2024,6,shipped,1/17/2024,,,,
86218r,96093d,66048l,9/19/2023,9,delivered,9/21/2023,9/30/2023,10-10-2023,4,Quality could be better for the price.
94555q,70801v,97711l,1/31/2024,8,delivered,02-02-2024,02-08-2024,2/15/2024,2,Good value for money. Does the job well.
07808h,97696g,34063o,8/13/2023,3,delivered,8/15/2023,8/26/2023,8/31/2023,4,
25317f,45672n,17115k,6/21/2023,6,delivered,6/24/2023,6/28/2023,07-09-2023,3,
10381j,04866x,98568g,8/21/2023,6,delivered,8/21/2023,8/28/2023,,,
55567p,91921x,09112u,8/22/2023,7,delivered,8/22/2023,8/26/2023,9/13/2023,2,
35209h,66818u,31607j,03-01-2023,6,pending,,,,,
79393y,14431h,29754z,6/17/2023,5,delivered,6/18/2023,6/24/2023,07-12-2023,5,
92952a,58686s,61340n,4/21/2023,9,delivered,4/22/2023,05-01-2023,,,
01376f,41589h,68153q,05-07-2023,3,delivered,05-08-2023,5/21/2023,,,
45002p,73496p,95903a,3/19/2023,10,delivered,3/19/2023,04-02-2023,,,
20293a,29780w,78277j,06-06-2023,10,delivered,06-06-2023,6/14/2023,6/22/2023,2,
44385d,19560r,02510u,7/18/2023,8,shipped,7/20/2023,,,,
55890r,57146f,31346s,8/30/2023,10,processing,8/30/2023,,,,
49105w,50935w,29734l,3/29/2023,5,delivered,3/30/2023,04-04-2023,,,
75892m,87193b,11932o,05-12-2023,3,delivered,5/13/2023,5/24/2023,,,
19830n,65425n,33467h,12/29/2023,9,delivered,12/29/2023,01-06-2024,,,
55182v,39884g,95332p,04-01-2023,4,delivered,04-02-2023,04-07-2023,4/19/2023,2,
08645o,75825u,88691q,6/15/2023,7,processing,6/15/2023,,,,
74028a,51188v,46392k,11-10-2023,6,delivered,11-12-2023,11/15/2023,12-02-2023,4,"Works perfectly, exactly what I needed!"
26740f,35352u,10488q,10-06-2023,6,pending,,,,,
64313n,38964c,00613n,9/21/2023,9,shipped,9/21/2023,,,,
82929x,92348m,77380y,1/23/2024,4,shipped,1/26/2024,,,,
68568j,86200y,82417v,8/29/2023,3,processing,8/29/2023,,,,
07958g,09157y,19584d,7/28/2023,8,delivered,7/28/2023,08-05-2023,,,
60703c,97146x,99297w,11/28/2023,9,delivered,11/28/2023,12-06-2023,,,
91850t,66812h,95332p,12/31/2023,6,delivered,12/31/2023,01-05-2024,,,
50665y,96093d,20472b,08-04-2023,5,shipped,08-06-2023,,,,
80467m,29780w,19584d,11/23/2023,3,delivered,11/26/2023,11/30/2023,12/17/2023,2,Highly recommended! This product exceeded my expectations.
28447u,86200y,75135q,12/24/2023,10,delivered,12/24/2023,01-06-2024,1/13/2024,3,Disappointing. Didn't meet my needs as expected.
86762i,83161t,07190d,07-10-2023,3,delivered,7/13/2023,7/15/2023,,,
79485s,39884g,98568g,12-03-2023,3,delivered,12-03-2023,12/15/2023,12/19/2023,4,
14369i,57146f,29734l,4/15/2023,2,delivered,4/15/2023,4/25/2023,05-07-2023,5,
28674v,19560r,02090u,03-09-2023,2,delivered,03-12-2023,3/23/2023,3/29/2023,3,"Average product, nothing special about it."
77853y,30842q,20295e,04-08-2023,10,delivered,04-10-2023,4/22/2023,4/30/2023,1,"Impressive design, but functionality could be improved."
33777q,73496p,06727r,12/19/2023,5,delivered,12/20/2023,12/30/2023,,,
34626y,70801v,61340n,12/14/2023,7,delivered,12/15/2023,12/27/2023,,,
65408b,09903v,08380s,8/25/2023,5,processing,8/25/2023,,,,
39847m,97696g,63937j,4/17/2023,8,shipped,4/18/2023,,,,
07955x,65425n,00063g,6/20/2023,5,delivered,6/21/2023,07-02-2023,07-07-2023,4,"Average product, nothing special about it."
78125k,88437p,89860e,05-07-2023,2,pending,,,,,
01745r,76537i,48088d,04-06-2023,5,delivered,04-07-2023,4/17/2023,,,
38172t,38964c,31346s,3/27/2023,8,delivered,3/30/2023,04-02-2023,,,
10546c,05313r,45009e,01-05-2024,5,delivered,01-05-2024,01-10-2024,,,
45231f,75825u,77380y,02-07-2024,6,delivered,02-09-2024,2/15/2024,03-02-2024,1,Disappointing. Didn't meet my needs as expected.
44654e,77733q,80153c,08-09-2023,7,processing,08-11-2023,,,,
58168x,04866x,70177q,3/22/2023,10,delivered,3/24/2023,3/30/2023,04-06-2023,4,
96884o,74833d,95177z,9/14/2023,8,shipped,9/14/2023,,,,
49090t,01054m,17115k,12/29/2023,8,delivered,12/31/2023,01-04-2024,1/22/2024,2,Easy to use and convenient.
28715b,50935w,85065z,4/17/2023,9,delivered,4/18/2023,05-01-2023,05-02-2023,3,"Impressive design, but functionality could be improved."
23321h,14431h,32750s,7/24/2023,2,shipped,7/25/2023,,,,
73131u,04537j,94188u,02-01-2024,8,delivered,02-01-2024,02-09-2024,2/26/2024,1,"Impressive design, but functionality could be improved."
99404k,05313r,68153q,7/18/2023,10,delivered,7/20/2023,7/23/2023,,,
36903g,45672n,27297s,2/19/2024,2,processing,2/22/2024,,,,
70158h,32283g,02510u,10/29/2023,7,processing,10/29/2023,,,,
93424q,61619r,95948c,06-11-2023,3,shipped,06-11-2023,,,,
50440n,91921x,45819t,03-07-2023,9,delivered,03-07-2023,3/14/2023,,,
75701c,65425n,17115k,4/25/2023,6,delivered,4/26/2023,05-04-2023,5/13/2023,5,Good value for money. Does the job well.
92555r,74115u,47973g,09-12-2023,9,delivered,9/13/2023,9/23/2023,9/29/2023,2,Easy to use and convenient.
83006z,05470e,45387s,5/22/2023,6,delivered,5/23/2023,06-01-2023,,,
25478z,73496p,31040p,09-07-2023,2,delivered,09-09-2023,09-12-2023,9/26/2023,1,
80464c,92348m,12490g,11/24/2023,2,shipped,11/26/2023,,,,
75579i,74833d,31607j,7/18/2023,9,delivered,7/19/2023,08-01-2023,,,
98883s,19560r,07681m,06-12-2023,6,delivered,6/15/2023,6/17/2023,,,
50122m,88437p,24752z,01-05-2024,7,delivered,01-06-2024,01-10-2024,1/28/2024,4,
35003s,09157y,61340n,04-10-2023,10,delivered,4/13/2023,4/24/2023,05-04-2023,4,"Great product, very satisfied with its performance!"
16277a,38964c,97711l,01-07-2024,2,delivered,01-09-2024,1/13/2024,1/26/2024,1,"Impressive design, but functionality could be improved."
50955y,58686s,88691q,7/29/2023,1,delivered,7/30/2023,08-09-2023,8/17/2023,4,
69580u,04866x,05847e,01-12-2024,4,delivered,1/15/2024,1/21/2024,1/30/2024,1,"Impressive design, but functionality could be improved."
78933y,96093d,36807t,12-11-2023,7,shipped,12/13/2023,,,,
67598e,35352u,31701h,06-03-2023,3,delivered,06-06-2023,06-08-2023,,,
72777q,83161t,98568g,6/23/2023,7,shipped,6/24/2023,,,,
82217q,12116r,20295e,05-04-2023,1,delivered,05-07-2023,05-11-2023,5/23/2023,5,Disappointing. Didn't meet my needs as expected.
55273d,48745d,99297w,10/28/2023,10,delivered,10/30/2023,11-06-2023,11/20/2023,5,Needs better instructions for setup.
39094j,50935w,24952a,7/28/2023,9,delivered,7/28/2023,08-09-2023,,,
78282f,14431h,31610d,10-06-2023,4,delivered,10-07-2023,10/16/2023,,,
96577c,29780w,29734l,8/18/2023,1,pending,,,,,
11413r,51188v,19648f,8/28/2023,9,shipped,8/29/2023,,,,
26622p,97146x,83931b,2/15/2024,1,delivered,2/16/2024,2/21/2024,03-10-2024,4,
03135w,70801v,32750s,8/27/2023,8,delivered,8/27/2023,09-05-2023,,,
55529g,89513e,64242h,11/21/2023,6,processing,11/21/2023,,,,
92100k,14431h,08380s,05-07-2023,10,processing,05-07-2023,,,,
64830c,76537i,33224p,5/17/2023,8,delivered,5/17/2023,5/31/2023,06-01-2023,3,"Impressive design, but functionality could be improved."
38287y,83161t,34063o,7/31/2023,8,delivered,08-02-2023,08-06-2023,,,
07178p,74115u,75992v,12/18/2023,10,delivered,12/20/2023,12/31/2023,01-11-2024,4,
79817q,66818u,20472b,2/17/2024,2,delivered,2/17/2024,2/24/2024,03-12-2024,2,"Works perfectly, exactly what I needed!"
10775u,65425n,06727r,3/25/2023,1,processing,3/27/2023,,,,
30874w,45672n,93499u,1/29/2024,7,delivered,1/29/2024,02-06-2024,,,
61286i,35352u,68153q,12-11-2023,2,delivered,12-11-2023,12/17/2023,12/30/2023,5,"Average product, nothing special about it."
24084v,50935w,20295e,11/28/2023,4,delivered,11/28/2023,12-10-2023,,,
11390p,05470e,66048l,3/30/2023,1,delivered,04-01-2023,04-06-2023,4/24/2023,5,"Average product, nothing special about it."
39575y,29780w,74326j,02-07-2024,6,delivered,02-09-2024,2/14/2024,2/22/2024,2,
87331n,44932e,95903a,12/26/2023,2,processing,12/26/2023,,,,
96876j,51188v,78277j,06-03-2023,2,shipped,06-04-2023,,,,
68300n,12116r,10488q,3/24/2023,5,delivered,3/24/2023,04-04-2023,,,
45165s,91921x,07190d,12-05-2023,3,delivered,12-07-2023,12-11-2023,,,
64548q,70849a,34220z,05-02-2023,3,delivered,05-05-2023,5/16/2023,5/27/2023,2,"Great product, very satisfied with its performance!"
12504k,39884g,80153c,12/15/2023,4,delivered,12/16/2023,12/29/2023,,,
96301m,88437p,47973g,03-01-2023,4,delivered,03-04-2023,03-09-2023,3/16/2023,3,"Works perfectly, exactly what I needed!"
73847g,09157y,45009e,2/20/2024,6,delivered,2/21/2024,2/24/2024,03-09-2024,5,
51361l,19560r,94188u,12-10-2023,7,delivered,12/13/2023,12/17/2023,12/28/2023,4,
43683h,05313r,02931a,06-05-2023,5,delivered,06-07-2023,06-11-2023,6/20/2023,5,
84904v,01054m,61340n,03-06-2023,2,processing,03-08-2023,,,,
24996d,75825u,57571j,03-03-2023,6,pending,,,,,
42675u,30842q,64776e,3/16/2023,8,delivered,3/16/2023,3/27/2023,3/31/2023,1,
90915q,30842q,19648f,03-01-2023,10,processing,03-02-2023,,,,
25392z,05313r,31610d,09-07-2023,5,delivered,09-07-2023,9/17/2023,9/26/2023,5,
66102x,91921x,47973g,5/24/2023,2,delivered,5/26/2023,5/28/2023,06-12-2023,5,"Works perfectly, exactly what I needed!"
19881c,35352u,13571i,04-12-2023,5,delivered,4/13/2023,4/26/2023,05-05-2023,1,Quality could be better for the price.
91819t,89513e,45819t,7/15/2023,4,delivered,7/17/2023,7/23/2023,08-05-2023,5,
18666x,70849a,06727r,08-06-2023,5,delivered,08-06-2023,08-12-2023,,,
20614s,09157y,86538t,7/26/2023,10,delivered,7/27/2023,08-01-2023,8/18/2023,2,
86780p,09903v,33467h,8/23/2023,7,delivered,8/25/2023,8/30/2023,9/14/2023,4,Disappointing. Didn't meet my needs as expected.
61469e,29780w,20295e,12-04-2023,2,delivered,12-04-2023,12/17/2023,12/24/2023,3,
68912w,74115u,75982l,08-03-2023,6,delivered,08-04-2023,08-07-2023,,,
39048r,58686s,59848f,9/20/2023,6,processing,9/21/2023,,,,
45556p,65425n,97711l,05-07-2023,2,processing,05-09-2023,,,,
98881i,50935w,17115k,4/25/2023,7,delivered,4/26/2023,05-01-2023,,,
27218d,97146x,66048l,8/27/2023,5,delivered,8/30/2023,09-01-2023,,,
31967k,77733q,48150m,4/24/2023,1,processing,4/25/2023,,,,
94183e,45672n,97338x,9/22/2023,10,shipped,9/23/2023,,,,
10005g,05470e,46392k,3/21/2023,7,delivered,3/24/2023,3/26/2023,,,
40081t,04866x,31040p,09-07-2023,2,processing,09-10-2023,,,,
98285a,04537j,75992v,12-06-2023,3,shipped,12-06-2023,,,,
36847l,74833d,77380y,1/31/2024,1,delivered,02-01-2024,02-05-2024,2/25/2024,3,Needs better instructions for setup.
00011m,75825u,33224p,03-12-2023,10,delivered,3/14/2023,3/24/2023,3/27/2023,3,
95895j,92348m,73939b,12-05-2023,4,delivered,12-08-2023,12-09-2023,,,
91587m,73496p,12363m,4/17/2023,1,delivered,4/19/2023,4/30/2023,05-08-2023,3,Disappointing. Didn't meet my needs as expected.
38240k,61619r,24952a,10-02-2023,10,delivered,10-03-2023,10-08-2023,10/19/2023,5,"Works perfectly, exactly what I needed!"
00612c,44932e,29734l,5/26/2023,7,processing,5/29/2023,,,,
42949a,66812h,34063o,05-03-2023,3,delivered,05-06-2023,05-10-2023,,,
27538h,74115u,81516l,3/13/2023,6,delivered,3/16/2023,3/25/2023,,,
39818v,51188v,07190d,03-09-2023,2,processing,03-12-2023,,,,
51918j,48745d,11932o,10/15/2023,6,processing,10/18/2023,,,,
20420b,91921x,02931a,5/16/2023,6,delivered,5/17/2023,5/24/2023,06-06-2023,4,
48906c,86200y,27297s,5/17/2023,3,delivered,5/18/2023,5/31/2023,,,
70591k,41589h,45819t,5/19/2023,5,delivered,5/19/2023,5/31/2023,,,
32979r,89513e,20472b,11/15/2023,5,processing,11/16/2023,,,,
39714q,99498p,65763w,5/24/2023,10,delivered,5/24/2023,06-06-2023,06-10-2023,3,
40063f,66812h,94188u,4/25/2023,6,delivered,4/27/2023,05-04-2023,5/19/2023,3,"Impressive design, but functionality could be improved."
71607u,44932e,74326j,02-12-2024,6,delivered,02-12-2024,2/22/2024,2/27/2024,5,"Works perfectly, exactly what I needed!"
27016z,58686s,46392k,8/19/2023,7,delivered,8/21/2023,8/30/2023,,,
51360x,61619r,31982j,1/16/2024,5,delivered,1/19/2024,1/30/2024,,,
73104i,65425n,95903a,3/20/2023,4,delivered,3/23/2023,04-03-2023,,,
63069q,97696g,31346s,6/16/2023,6,delivered,6/19/2023,6/21/2023,07-01-2023,3,Easy to use and convenient.
14098f,05313r,75135q,8/14/2023,9,delivered,8/14/2023,8/21/2023,,,
44478k,09157y,34220z,4/17/2023,10,delivered,4/17/2023,4/21/2023,,,
42152e,01054m,27099c,4/15/2023,6,delivered,4/16/2023,4/27/2023,05-04-2023,1,Easy to use and convenient.
77575n,87193b,33224p,07-06-2023,5,delivered,07-06-2023,7/17/2023,,,
75305p,70801v,34063o,09-03-2023,6,delivered,09-04-2023,9/14/2023,9/23/2023,5,
47794r,83161t,07681m,5/25/2023,9,delivered,5/25/2023,06-03-2023,,,
54685l,09903v,93499u,6/15/2023,9,shipped,6/17/2023,,,,
28183c,75825u,08380s,01-02-2024,7,shipped,01-04-2024,,,,
98154a,57146f,75992v,2/24/2024,4,delivered,2/26/2024,03-02-2024,3/18/2024,5,
07320n,76537i,13571i,06-02-2023,7,delivered,06-02-2023,06-12-2023,,,
69379y,32283g,88691q,09-07-2023,8,delivered,09-07-2023,09-11-2023,,,
66975g,04866x,56764d,08-08-2023,3,delivered,08-08-2023,8/20/2023,,,
49186y,73496p,59848f,05-06-2023,10,delivered,05-09-2023,05-11-2023,,,
25442j,92348m,29754z,5/17/2023,4,delivered,5/20/2023,5/31/2023,,,
83533j,83161t,95177z,01-03-2024,2,pending,,,,,
66512i,73496p,48150m,3/28/2023,4,delivered,3/29/2023,04-09-2023,4/16/2023,4,
19282s,41589h,00908q,1/21/2024,5,delivered,1/22/2024,02-02-2024,,,
95795c,66812h,53286c,6/21/2023,10,delivered,6/22/2023,6/30/2023,07-06-2023,2,
55495f,61619r,47973g,04-09-2023,9,delivered,04-10-2023,4/15/2023,4/29/2023,2,Highly recommended! This product exceeded my expectations.
05059y,30842q,88691q,8/21/2023,5,delivered,8/23/2023,8/27/2023,,,
31263p,70801v,29734l,04-03-2023,1,delivered,04-06-2023,04-12-2023,,,
26878x,75825u,02510u,07-10-2023,2,delivered,7/13/2023,7/23/2023,7/28/2023,4,
19512z,99498p,63937j,3/18/2023,7,processing,3/20/2023,,,,
90987n,97696g,17115k,8/22/2023,2,delivered,8/23/2023,09-03-2023,09-09-2023,4,
59994t,86200y,66394f,1/29/2024,10,delivered,1/29/2024,02-04-2024,,,
24460p,70849a,27321g,12-07-2023,6,delivered,12-09-2023,12-12-2023,,,
81524t,66818u,31982j,10/31/2023,6,delivered,11-01-2023,11-08-2023,11/20/2023,4,
54912p,76537i,20472b,2/22/2024,7,delivered,2/23/2024,03-04-2024,,,
34467n,77733q,75982l,5/17/2023,4,delivered,5/20/2023,5/21/2023,06-11-2023,1,
24877g,38964c,27297s,3/23/2023,1,delivered,3/25/2023,3/28/2023,,,
58743z,05313r,31607j,7/20/2023,1,delivered,7/21/2023,7/27/2023,08-12-2023,1,Quality could be better for the price.
92217a,65425n,02931a,08-02-2023,2,delivered,08-04-2023,08-10-2023,8/22/2023,4,"Average product, nothing special about it."
88753s,09157y,86538t,12/14/2023,7,shipped,12/15/2023,,,,
52713l,89513e,11932o,03-07-2023,4,delivered,03-10-2023,3/14/2023,3/24/2023,1,
32698f,05470e,45387s,8/13/2023,8,delivered,8/16/2023,8/25/2023,,,
03006e,39884g,31346s,12/23/2023,9,delivered,12/24/2023,01-03-2024,1/13/2024,5,Needs better instructions for setup.
03762u,45672n,93680s,01-04-2024,2,delivered,01-05-2024,1/17/2024,,,
05008h,74833d,27099c,6/13/2023,7,delivered,6/16/2023,6/17/2023,,,
03842p,14431h,75992v,2/18/2024,7,delivered,2/18/2024,2/29/2024,03-11-2024,5,Good value for money. Does the job well.
70011c,32283g,07190d,7/13/2023,4,processing,7/13/2023,,,,
24947v,51188v,30871m,04-09-2023,6,delivered,04-09-2023,4/21/2023,4/29/2023,5,Good value for money. Does the job well.
02521w,88437p,85089g,09-08-2023,8,delivered,09-09-2023,09-12-2023,9/27/2023,5,Easy to use and convenient.
95777x,12116r,83500s,06-03-2023,6,delivered,06-03-2023,06-11-2023,6/27/2023,1,
69202z,04537j,21440v,5/18/2023,7,delivered,5/21/2023,5/24/2023,06-09-2023,4,"Works perfectly, exactly what I needed!"
49838p,09903v,03736b,7/21/2023,5,processing,7/22/2023,,,,
